,Sentence,language,stopwords count,Actionable Words,Check Email,Check Phone,Check URL or Link,Sentiments,Named Entinties,Profanitries
2131,supplier ki call thi suplier order return k hawaly sy khuch bata rahay thy awaz nahi arahi thi or call drop ho gai hain,Roman Urdu,,Null,,,,Neutral,[],[]
2132,5BTCWLrider khene aye thy k inki koi previous adjustment hai pr yahn koi ticket create nhi hai supp ko guide krdiya hai ,Roman Urdu,3,"['discount', 'updated']",,,,Negative,,
2133,DISCOUNT SHEET NOT UPDATED,English,3,['available'],,,,Neutral,,
2134,DISCOUNT SHEET NOT UPDATED,English,9,"['fill', 'details']",,9.23E+11,,Neutral,['Prem Chand'],
2135,73H261 disc is not available in the sheet ,English,11,"['fill', 'details', 'closing sheet']",,9.23E+11,,,['Imran'],
2136,"""The supplier has contacted to complain about the tp difference in the closing sheet, Agent needs to fill below details in the closing sheet according to the area""\n\n\nRetailer Name:  Prem Chand \nRetailer Contact number:  923312044835\nAmount:  35\nTP Issue SKU's:  TP Adjustment\nY24ZIA",English,,Null,,9.23E+11,,,,
2137,"""The supplier has contacted to complain about the tp difference in the closing sheet, Agent needs to fill below details in the closing sheet according to the area""\n\n\nRetailer Name:   Imran\nRetailer Contact number:  923113221126\nAmount:  2,970 \nTP Issue SKU's:  TP Adjustment\n70B8E1\n\n\nas per sheet",English,,Null,,,,Negative,[],[]
2138,DYDKN2 // cm ko rider ka number provide kar diya hai,Roman Urdu,8,"['guide', 'order', 'confirmed', 'delivered']",,,,Positive,['cs'],
2139,DFI6RM //  Supplier ko guide kar diya hai discount approve nahe hai.,Roman Urdu,7,"['order', 'return', 'contact', 'customer']",,9.23E+11,,Neutral,['Abdullah'],[]
2140,cs ko guide kar dia hain order confirmed ho gaya hain delivered kar dia jay ga,Roman Urdu,5,"['order', 'deliver']",,,,Positive,[],[]
2141,"""The retailer has contacted to return the complete order due to Lack of cash. The reason has been confirmed, kindly contact the customer for return.""\n\n\nRetailer Name:  Abdullah\nRetailer Contact:  923128232247\nReturn Reason: cm ke cheque approve hai lakin cm 0.5% pay nhe kar rhe hain aur cm ke pass cash nhe hai\nSAGI31\ncallback no  03062949436",English,14,"['order', 'confirm', 'guide']",,,,Positive,['cm'],
2142,cs ko guide kar dia hain order deliver kar dia jay ga,Roman Urdu,6,Null,,,,Neutral,,
2143,\n\n\n\n\n\n80FA97 // cm medicine add karna chahte the lakin order confirm ho gaya tha add nhe ho sakta hai cm ko guide kar diya hai,Roman Urdu,2,"['discount', 'approved']",,,,Negative,,
2144,MPVEA8  disc is not available in the sheet ,English,4,['available'],,,,Neutral,['Y6X4ES'],
2145,DISCOUNT NOT APPROVED,English,2,['order'],,,,Neutral,,
2146,Y6X4ES disc is not available in the sheet ,English,6,"['guide', 'discount', 'update', 'sheet']",,,,Neutral,,
2147,ILSE1Z //  cm se Morinaga Bf-3 Growing Up soft pack Vanilla Powder 600.0 gm ke galti se 2 pcs ka order ho gya tha cm ne 1 pcs wapis kar diya hai,Roman Urdu,7,"['order', 'deliver']",,,,Positive,"['cs', 'address']",
2148,supplier ko guide kar dia hain discount not update in sheet,English,4,"['order', 'delivery', 'timing', 'guide']",,,,Neutral,"['T7ALK9', 'cs']",[]
2149,cs ko guide kar dia order confirmed ho gaya hain cs keh rahay hain mene jo aadress mention kia hain order isi address py deliver karain,Roman Urdu,6,"['guide', 'approve']",,,,Neutral,['Supplier'],
2150,T7ALK9  cs ko order ki delivery timing k hawale sy guide kiya hai ,Roman Urdu,3,['confirm'],,,,Neutral,,
2151,73H261 //Supplier ko guide kar diya hai discount approve nahe hai.,Roman Urdu,4,"['order', 'partial', 'Dettol Antiseptic Liquid']",,,,Neutral,['Dettol Antiseptic Liquid'],[]
2152,Retailer ki shop bnd hai aur retailer se rabta bhi nahe ho raha hai kindly confirm kar lain // 3560T9,Roman Urdu,6,"['guide', 'medicine', 'arrange', 'delay', 'order', 'deliver']",,,,,,
2153,Q76025 as per supplier ne 2 pcs Dettol Antiseptic Liquid 100.0 ml partial karwaya hai,Roman Urdu,8,['out of stock'],Null,Null,Null,Null,['Null'],['Null']
2154,Y44DY2 // Customer ko guide kar diya hai  apki medicine arrange ho rhi hai is liye delay ho raha hai apka order jald deliver ho jayega.,Roman Urdu,3,"['callback', 'pharmacist']",,,,,,
2155,Tonoflex-P 37.5mg+325mg Tablet 10 'S//Distalgesic 37.5mg+325mg Tablet 10 'S out of stock,English,15,"['order', 'return']",,,,Negative,,
2156,Y44DY2 // callback arranged by pharmasist ,Roman Urdu,5,"['order', 'deliver']",,,,Positive,"['cs', 'rider']",
2157,W32XF3 AS PER SUPPLIER KA KEHNA HAI K CUX KEH RAHE HAIN MERE ORDER BOOKER PLACE KARTA HAI MEINE KOI ORDER NHI KIYA HAI HAI AP ISE ORDER KO RETURN KARDEIN KINDLY CUX SE CONFIRM KAREN.........,Roman Urdu,6,"['place', 'return']",,,,,,
2158,5LTF30 cs ko guide kiya hai k rider ko order ly k ja chuke hain kuch hi dair mai deliver ho jyega or cs ko rider ka number guide kiya hai ,Roman Urdu,2,"['troubleshoot', 'kara']",,,,,,
2159,4TJ5FW  Shield Rattle Feeder 60.0 ml  as per supplier cs ne orde men ye item place nhi kiya tha return kar rahe hain,Roman Urdu,3,"['discount', 'confirm', 'add']",,,,Neutral,[],[]
2160,10IDK5 // cm ko troubleshoot kara diya hai,Roman Urdu,11,"['fill', 'details']",,9.23E+11,,Neutral,['Meraj'],
2161,Z3ZHQ2  as per supplier ne discount confirm kiya hai abhi add nhiu kar,Roman Urdu,0,Null,,,,Neutral,[],[]
2162,"""The supplier has contacted to complain about the tp difference in the closing sheet, Agent needs to fill below details in the closing sheet according to the area""\n\n\nRetailer Name:  Meraj \nRetailer Contact number:  923462792118\nAmount:  1000.08\nTP Issue SKU's:   Nido +1 Shield Powder 900.0 gm\n01GK55",English,0,Null,,,,Neutral,[],[]
2163,\n\nY44DY2  // Customer ko guide kar diya hai  apki medicine arrange ho rhi hai is  liye delay ho raha hai apka order jald deliver ho jayega.,Roman Urdu,4,"['card', 'payment', 'issue', 'guide']",,,,Neutral,[],[]
2164,Y44DY2 // call transfer to huda,Roman Urdu,7,"['discount', 'confirm', 'add', 'karwaya', 'confirm karenge']",,,,,,[]
2165,10IDK5  as per cs ki card payement nhi horahi hai issue already highligt hai so guide kardiya hai,Roman Urdu,7,"['order', 'deliver']",,,,Neutral,,
2166,Z3ZHQ2 as per supplier ne discount confirm kiya hai abhi add nhi karwaya hai woh phely cus se confirm karenge ,Roman Urdu,0,Null,,,,Neutral,[],[]
2167,Piriton 4mg Tablet 20.0 'S 09E5S0 cs ko return policy guide ki hai k jo order kiya hai woi deliver krwaya hai is waja sy return nhi hoga,Roman Urdu,4,Null,,,,Negative,,[]
2168,as per supplier ne tp adjust karwai hai,Roman Urdu,10,"['order', 'packing']",,,,Positive,['cs'],
2169,569IF5 // cm janna chahte the Rs60.34 add charge kis cheez ke hai lakn cm ne hold pe call drop kar di,Roman Urdu,7,Null,,,,Neutral,[],[]
2170,8747VT cs ko guide kiya hai order packing k liye ja chuka hai is waja sy is mai addtion nhi ki ja sakti hai,Roman Urdu,6,"['order', 'missing']",,9.23E+11,,Neutral,['Iqabal'],
2171,LFIR5X // supplier ko guide kar diya hai U-Veil Sunblock Cream 30.0 gm pe tp nhe hoti hai,Roman Urdu,4,['guide'],,,,Positive,['CS'],[]
2172,"""The retailer has connected to inform us that  """"items name"""" is missing in his order.\n\n\nRetailer Name:  Iqabal\nRetailer contact:   +923105288089\nOrder ID:""54YN2W\n\n\n\n\nButterfly Cotton Comfort Maxi Thick Sanitary Long Pad 7.0 'S\n warehouse sy hi nhi mila hai supp ko ",English,Null,Null,Null,9.23E+11,Null,Null,Null,Null
2173,cs ko guide kar dia gaya hain,Roman Urdu,5,Null,,,,Negative,,
2174,03142370497 // incompelete info,Null,13,"['deliver', 'cancel', 'order']",,9.23E+11,,Negative,['Mir Huda Ali'],"['cm', 'cm']"
2175,caller ki awaz nhi arahi thi with greeting cll drop,Roman Urdu,,Null,,,,Neutral,,
2176,The Rider has contacted us to inform that he is on the way to deliver the order OR he is present at customer location but  customer is not available at his provided location and wants to cancel his/her order.\n\n\nCustomer Name: Mir Huda Ali \nCustomer Contact: 923333397883\nOrder ID: HSW8UF \nDescription:cm abhi ghar pe nhe hai cm ne rider ko kaha hai yeh order sham mai deliver karwa dain aur address bhi complete nhe hai,Roman Urdu,6,"['booker', 'discount', 'guide', 'kardiya']",,,,Neutral,[],[]
2177,I4791G disc is not available in the sheet ,English,5,"['acount', 'create', 'order', 'online', 'place']",,,,,,
2178,DFI6RM  AS PER SUPPLIER CUX KO BOOKER NE ITNE 1% KA DISCOUNT KA KAHA THA LEKIN HAMARY PASS APPROVE NHI THA SO GUIDE KARDIYA THA ,Roman Urdu,3,"['return', 'contact', 'customer']",,9.23E+11,,Negative,['Mobeen Khan'],
2179,cs ko guide kiya hai pehele acount create ki9jiye phr hi order online place kiya ja sakta hai,Roman Urdu,3,Null,,,,Neutral,,
2180,"""The retailer has contacted to return the complete order due to fake order. The reason has been confirmed, kindly contact the customer for return.""\n\n\nRetailer Name:  Mobeen khan\nRetailer Contact:  923452148509\nReturn Reason: cm bol rhe hai mene koi order place nhe kiya hai\n\n",English,5,"['order', 'pending', 'status', 'call', 'transfer']",,,,Neutral,"['cs', 'pharmacist']",
2181,Y6X4ES disc is not available in the sheet ,English,4,['deliver'],,,,Positive,['Huda Fatima'],
2182,cs ka order pending status py hain cs ki call pharmacist ko transfer klardi gai hain,Roman Urdu,0,Null,,,,,[],[]
2183,885W53  MEDICINES ARRANGE HO GAI HAI TU DELIVER KRWADY KINDLY @Huda Fatima\nspb order,Roman Urdu,2,"['call', 'back', 'guide']",,,,Positive,[],[]
2184,cm product ke baray mai poch rhe the lkn cm ne call drop kar dain \n\n,Roman Urdu,3,"['contacted', 'unreachable', 'answering', 'calls']",,9.23E+11,,,"['Khalid', '2OG91F']",
2185,call back ka guide kar dia gaya hain,Roman Urdu,1,['confirm'],,,,,[],[]
2186,The Rider has contacted us to complain our customer is unreachable and not answering the calls.\n\n\nCustomer Name: Khalid\nCustomer Contact: 923333011640\nOrder ID: 2OG91F\nDescription:  Rider customer ki location pe hain aur customer se rabta nahe ho raha hai,Roman Urdu,3,Null,,3238556949,,,[],[]
2187,69T111  as per supplier booker discount confirm kiya haiu,Roman Urdu,7,Null,,,,,,
2188,03238556949 tegretol 200mg cs ko guide kiya hai k yeh product available nhi hai,Roman Urdu,5,"['complain', 'shop close']",,,,Negative,['F15QAW'],
2189,cm product ke baray mai poch rhe the lkn cm ne call drop kar di\n\n,Roman Urdu,13,['guide'],,3365556862,,Positive,,
2190,F15QAW  as per supplier ne shop close complain ki hai,Roman Urdu,7,"['order', 'delivery', 'timeline', 'guide']",,,,Neutral,[],[]
2191,03365556862  as per caller tabiyat ki new user thi medicine kki qulity k bare mein poch rahi thi so guide kardiya,Roman Urdu,6,"['product', 'supplier', 'cash', 'partail return']",,,,,,
2192,S19IO1 // C9YZ71 as per cus apne order ka delivery timline poch rahe thy so guide kardiya ,Roman Urdu,0,Null,,,,Neutral,[],[]
2193,1836\nMeiji Lactoless Powder 350.0 gm  ye product supplier keh rahy hain cs cash nahi hony ki waja sy partail return kar rahy hain ,Roman Urdu,10,"['order', 'return', 'contact']",,9.23E+11,,Neutral,['Jahanzaib'],
2194,cs ki details find ho rahi thi call drop ho gai hain,Roman Urdu,9,"['return', 'complain']",,,,Negative,['Lipton Yellow Label Granules'],[]
2195,"""The retailer has contacted to return the complete order due to already purchased. The reason has been confirmed, kindly contact the customer for return.""\n\n\nRetailer Name:  Jahanzaib\nRetailer Contact:  923402221087\nReturn Reason: cm kuch items wapis kar rhe the cm bol rhe hain mene market se purchase kar liye hian aur amount 50% ban rhi hai is liye order return ho raha hai",Roman Urdu,12,"['fill', 'details', 'closing sheet']",,9.23E+11,,Neutral,"['abid Hussain', 'SAE46W']",
2196,XPA146  Lipton Yellow Label Granules 170.0 gm  as per supplier ne wrong item return complain ki hai,English,12,"['order', 'pending', 'medicine', 'arrangement']",,,,,"['oxoferin solution', 'lacolit', 'cystrin']",
2197,"""The supplier has contacted to inform about the invoice discount in the closing sheet, Agent needs to fill below details in the closing sheet according to the area""\n\n\nRetailer Name:  abid Hussain\nRetailer Contact number:  923005510829\nOff - Invoice Discount Amount:  6125.1256\nInvoice %:  Growth Discount\nOrder ID:  SAE46W\n\n\nas per sheet ",English,13,"['return', 'contact']",,9.23E+11,,Neutral,['Muhammad umair'],
2198,N675Q9  ib2c order pending pr hai  cs ka medicine arrangement ki waja sy  oxoferin solution 50 lacolit 60 qty cystrin 5 mg,Roman Urdu,5,"['order', 'delivery', 'timeline', 'guide']",,,,POSITIVE,,[]
2199,"""The supplier has contacted to return the complete order because retailer's shop is closed. The reason has been confirmed, kindly contact the customer for return.""\n\n\nRetailer Name:  Muhammad umair \nRetailer Contact:  923333883403\nReturn Reason: Retailer ki shop bnd hai aur retailer se rabta bhi nahe ho raha hai kindly confirm kar lain\nD9T0E0",English,5,"['order', 'riding']",,,,Neutral,,
2200,EY0121   AS PER CUS APNE ORDER KA DELIVERY TIMLINE POCH RAHE THY SO GUIDE KARDIYA,ROMAN URDU,12,['fill'],,9.23E+11,,Neutral,['Ammar Ali'],
2201,OR RIDER INFO BHI PROVIDE KI HAI,Roman Urdu,7,"['fill', 'details', 'closing sheet']",,9.23E+11,,Neutral,"['Ammar Ali', 'Nestle Nido School Age Nutrition Powder']",
2202,"4P2OCR // ""The supplier has contacted to complain about the tp difference in the closing sheet, Agent needs to fill below details in the closing sheet according to the area""\n\n\nRetailer Name:  Ammar Ali\nRetailer Contact number:  923032205110\nAmount:  2881.2 \nTP Issue SKU's:   Nestle Nido School Age Nutrition Powder 390.0 gm",English,5,['discount'],,9.23E+11,,Neutral,"['Saddam', 'SADDAM MAYEBE']",
2203,"""The supplier has contacted to complain about the tp difference in the closing sheet, Agent needs to fill below details in the closing sheet according to the area""\n\n\nRetailer Name:  Ammar Ali\nRetailer Contact number:  923032205110\nAmount:  2881.2 \nTP Issue SKU's:   Nestle Nido School Age Nutrition Powder 390.0 gm",English,4,"['discount', 'sheet']",,,,Neutral,,
2204,The supplier has contacted that the booker is committed to him about the RS-706 discount.\n\n\nRetailer Name: Saddam\nRetailer contact: +923015449974\nBooker Name: SADDAM MAYEBE\nOrder ID: RTTNNE,English,7,"['contacted', 'committed']",,9.23E+11,,Neutral,[],[]
2205,M0UWPU no discount in sheet ,English,2,Null,,3345579336,,Negative,,
2206,The supplier has contacted that the booker is committed to him about the RS-3830 discount.\n\n\nRetailer Name:Shaukat Hussain\nRetailer contact: +923365369008\nBooker Name: NA\nOrder ID: 1Z1701,English,1,"['transfer', 'pharmacist']",,,,Neutral,[],[]
2207,03345579336  AS PER CALLER KI AWAZ THEK NHI ARAHI THI PHIR CALL DROP HOGAI,Roman Urdu,8,"['book', 'call']",,,,Neutral,,
2208,call transfer to pharmacist,English,12,Null,,9.23E+11,,Neutral,['Mubashir Hashmi'],
2209,2776.6062  guided discont rider kehre hian 2 % tha yeh 1.5 hai booker say poch kay agai9n call karengy ,Roman Urdu,26,"['return', 'contact']",,9.23E+11,,Neutral,['Ansar Ahmed'],
2210,"""The supplier has contacted to complain about the tp difference in the closing sheet, Agent needs to fill below details in the closing sheet according to the area""\n\n\nRetailer Name: Mubashir Hashmi\nRetailer Contact number: +923442065095\nAmount: 58\nTP Issue SKU's: Osnate-D 830mg+400IU Tablet 6.0 'S",English,,Null,,,,,,
2211,"""The retailer has contacted to return the complete order due to fake order. The reason has been confirmed, kindly contact the customer for return.""\n\n\nRetailer Name: Ansar Ahmed\nRetailer Contact: +923212211207\n\n\nReturn Reason: AS PER SUPPLIER KA KEHNA HAI K CUX KEH RAHE HAIN MERE ORDER BOOKER PLACE KARTA HAI MEINE KOI ORDER NHI KIYA HAI HAI AP ISE ORDER KO RETURN KARDEIN KINDLY CUX SE CONFIRM KAREN.........\n\n",English,3,"['call back', 'pharmacist']",,,,,['pharmacist'],
2212,TYDP61 //  Retailer ki shop bnd hai aur retailer se rabta bhi nahe ho raha hai kindly confirm kar lain,Roman Urdu,8,"['return', 'contact']",,9.23E+11,,Neutral,['Mubasher'],
2213,guide to cs call back by pharmacist,English,9,['fill'],,9.23E+11,,Neutral,"['abdul rafey', 'Meiji FU Powder']",
2214,"""The retailer has contacted to return the complete order due to mistakenly placed the order. The reason has been confirmed, kindly contact the customer for return.""\n\n\nRetailer Name: Mubasher\nRetailer Contact: +923411737081\n\n\nReturn Reason: AS PER SUPPLIER CUS KA KEHNA HAI KA ORDER YE GALATI SE PLACE HOGAYA HAI KINDLY RETURN KARDEIN ",English,2,"['order', 'cancel']",,9.23E+11,,,"['SBP', 'statebank']",
2215,"""The supplier has contacted to complain about the tp difference in the closing sheet, Agent needs to fill below details in the closing sheet according to the area""\n\n\nRetailer Name:   - abdul rafey\nRetailer Contact number:  923120831774\nAmount:  190\nTP Issue SKU's:  Meiji FU Powder 400.0 gm",English,2,['order'],,,,Negative,,['fake']
2216,49HN81 order confirmation SBP cm kehre hain mujhe aj  order mil jayen wrna cancel  kardena main statebank say direct call akrwaionga many 16 ko kiya tha slip add ,Roman Urdu,5,Null,,,,,[],[]
2217,Return Reason: \nB2B Cm kehre hain many yeh order nahi kara FAKE HAI ,Roman Urdu,2,['guide'],,,,Positive,,
2218,2MQ438  AS PER SUPPLIER CUS ADD CHARE,English,4,"['order', 'delivered']",,,,Positive,[],[]
2219,2MQ438 AS PER SUPPLIER CUS ADD CHARGE KA MALOOM KAR RAHE THY SO GUIDE KARDIYA,Roman Urdu,2,['complain'],,,,,,
2220,cs ko guide kar dia ahin hain order delivered kar dia jay ga khuch dair me,Roman Urdu,4,['order'],,,,Negative,,['FAKE']
2221,MFXL48 SHOP CLOSE COMPLAIN KI HA SUPPLIER NE,Roman Urdu,1,"['confirm', 'discount']",,9.23E+11,,Neutral,['mazar hafiz abbasi'],
2222,Return Reason: \nB2B Cm kehre hain many yeh order nahi kara FAKE HAI ,Roman Urdu,,"['order', 'deliver', 'kindly', 'arranged']",,,,Positive,"['Lantus Solostar 100 IU/ml Injection', 'Arbi 300mg Tablet']",
2223,The supplier has contacted that the booker is committed to him about the% discount.\n\n\nRetailer Name: mazar hafiz abbasi  \nRetailer contact:923343602301\nBooker Name:\nOrder ID: 494734\n\n\nbooker ne (1350 ) amount ka discount commit kiya hai kindly confirm kar dain\n\n,Roman Urdu,10,Null,,3029795614,,Negative,,
2224,G68336 // LKNTQM SBP ORDER MEDICINES ARRANGE HO GAI HAI TU DELIVER KRWADY KINDLY @Huda Fatima Lantus Solostar 100 IU/ml Injection 3 ml Arbi 300mg Tablet 10 'S be arranged,Roman Urdu,5,['confirm'],,,,,,
2225,03029795614  AS PER CALLER KI AWAZ NHI ARAHI THI SO CALL DROP KARDI..,Roman Urdu,4,"['delivery', 'time']",,,,Neutral,,
2226,Customer ke pass cash nhe hai kindly customer se confirm kar lain // ZT3M09,Roman Urdu,5,['order'],,,,Neutral,,
2227,5B58J1  B2C Guided delivery time ,English,6,"['fill', 'details']",,9.23E+11,,Neutral,['Abdullah'],
2228,supp sy bt ho rahi thi order id bata rahe thy cll drop hogyi k1z k bd drop ,Roman Urdu,3,['arrange'],,,,Neutral,['SBP'],
2229,"""The supplier has contacted to complain about the tp difference in the closing sheet, Agent needs to fill below details in the closing sheet according to the area""\n\n\nRetailer Name:  Abdullah \nRetailer Contact number:  923482054032\nAmount:  258.34 \nTP Issue SKU's:  Meiji Mamilac Powder 350.0 gm\nD759X7",English,8,"['fill', 'details']",,9.23E+11,,Neutral,['Zeeshan'],
2230,J51JAR medicine to be arrnge SBP,English,17,"['return', 'confirm']",,9.23E+11,,Neutral,['Hassan Siddiqui'],
2231,"""The supplier has contacted to inform about the invoice discount in the closing sheet, Agent needs to fill below details in the closing sheet according to the area""\n\n\nRetailer Name:  Zeeshan\nRetailer Contact number: +923159272450\nOff - Invoice Discount Amount: 9324\nInvoice %: Growth Discount AS PER SHEET \nOrder ID: 1K191E",English,,Null,,,,,,
2232,Retailer Name: Hassan Siddiqui\nRetailer Contact: +923121066942\n\n\nReturn Reason: AS PER SUPPLIER CUX KE PASS CASH NHI HAI UNHE PARTIAL KI BHI OFFER KI THI LEKIN CUX K PASS BILKUL CASH NHI HAI ISLIYE ORDER RETURN KAR RAHE HAIN KINDLY CONFIRM KAREN....  ORDER ID MC719Y ,Roman Urdu,7,['confirm'],,,,Neutral,[],[]
2233,Omron M6 Basic Blood Pressure Monitor not available in our web ,English,2,['order'],,,,Negative,,['fake']
2234,893N9N //  Customer ke pass cash nhe hai kindly customer se confirm kar lain,Roman Urdu,9,"['order', 'partial']",,9.23E+11,,,['Omer'],
2235,\n\nB2B Cm kehre hain many yeh order nahi kara FAKE HAI ,Roman Urdu,5,['guide'],,,,,['Combigan Eye Drop'],
2236,"Retailer Name: Omer\nRetailer contact:  +923365398069\nOrder ID:"" 40TNYP\n\n\nLactogen 1 DHA Powder 200.0 gm\nNido +1 Shield Powder 150.0 gm\n\n\n\n\nLACK OF CASH PARTIAL KIYA HAI",Roman Urdu,10,"['booker', 'discount']",,9.23E+11,,,"['Shaukat Hussain', 'ALI']",
2237,Combigan Eye Drop 5 ml out of stock hai cs ko guide kiya hai ,Roman Urdu,8,"['location', 'rider', 'complete', 'trip', 'order', 'delivered']",,9.23E+11,,,,
2238,The supplier has contacted that the booker is committed to him about the RS - 4070 discount.\n\n\nRetailer Name:  Shaukat Hussain\nRetailer contact: +923365369008\nBooker Name: ALI\nOrder ID: 1Z1701,Roman Urdu,6,"['discount', 'add']",,,,Neutral,,
2239,BMI7F8  03187704673  B2C  cm ki location out hai rider ko complete karna hai trip order delivere ho chuka hai . ,Roman Urdu,12,"['fill', 'details', 'closing sheet']",,9.23E+11,,Neutral,['Abdullah'],
2240,88181J  AS PER SUPPLIER CUS DISCOUNT SHEET MEIN ADD KARWAYA HAI,English,3,"['uninstall', 'install']",,,,,,
2241,"""The supplier has contacted to complain about the tp difference in the closing sheet, Agent needs to fill below details in the closing sheet according to the area""\n\n\nRetailer Name:  Abdullah \nRetailer Contact number:  923362890970\nAmount:  200.5\nTP Issue SKU's:  Nexum 40mg Capsule 7.0 'S\n1T1HCQ",English,,Null,,9.23E+11,,,,
2242,cs ko app uninstall kar install karne ka kaha hain,Roman Urdu,4,"['order', 'confirm']",,,,Neutral,"['Muhammad Adnan', 'SBP']",
2243,\n\nRetailer Name:   Ali sufyan\nRetailer Contact number:  923152912025\nOff - Invoice Discount Amount:  152.22\nInvoice %:  as per sheet \nOrder ID:  16H800,English,5,Null,,9.23E+11,,,[],
2244,9FRKY5 Muhammad Adnan draft mai order SBP kindly confirm karainn,Roman Urdu,5,"['pay', 'partial', 'karre']",,,,,[],[]
2245,"Retailer Name: Ihsan\nRetailer contact:  923111268111\nOrder ID:"" V43Q4K\n\n\nLactogen 2 DHA Powder 200.0 gm 2PCS \nCUS K PASS ALREADY ITEM THA\n\n",Roman Urdu,2,"['order', 'status', 'confirm']",,,,Neutral,,
2246,2G5437  Always Maxi Thick Cotton  short expiry pay partial karre hain  4 pice ,Roman Urdu,9,['order'],,9.23E+11,,,['Imran Zain'],
2247,X149P4 AS PER CUS APNE ORDER KA STATUS CONFIRM KARNE AYE THY SO GUID EKARDIYA ,Roman Urdu,5,['order'],,9.23E+11,,Negative,,
2248,Retailer Name:  - Imran zain\nRetailer Contact number:  923352782058\nPrevious Bill Amount:  71.0\nPrevious Order ID: 19YA33 // Ticket # 1668767827392\nNature of Issue:   previous ticket tp adjustment \nSKU's: Momate 0.10% Cream 15.0 gm ,Roman Urdu,9,"['order', 'return']",Null,Null,Null,Negative,['Lezra-Excel 2.5mg Tablet'],['Null']
2249,"Retailer Name:  Iqbal\nRetailer contact:  +923474800401\nOrder ID:"" 6D00X2\n\n\nNeolac Premature Powder 300.0 gm 1PCS \nAS PER SUPPLIER CUS KA KEHNA HAI YE ITEM WRONG AYA HAI ",Roman Urdu,8,"['book', 'discount']",,,,Neutral,,
2250,"BITM5K // Lezra-Excel 2.5mg Tablet 10.0 'S website pe 2,369.95 ke price arhe hai lakin invoice mai  Rs. 3,433 lage hai is liye cm ne order return kar diya hai ",Roman Urdu,2,Null,,,,Neutral,,
2251,4OBBY8 AS PER SUPPLIER CUX KO BOOKER NE ITNE 1% KA DISCOUNT KA KAHA THA LEKIN HAMARY PASS APPROVE NHI THA SO GUIDE KARDIYA THA,Roman Urdu,9,"['order', 'delivere', 'trip', 'complete', 'rider']",,,,,"['L98OKP', 'B2C']",
2252,call drop ho gai hain cs ,Roman Urdu,10,"['fill', 'details']",,9.23E+11,,Neutral,"['Faizan', 'Cerelac Wheat Powder']",[]
2253,L98OKP B2C  cm ki location out hai rider ko complete karna hai trip order delivere ho chuka hai . \n\n,Roman Urdu,1,"['Booker', 'Order']",,9.23E+11,,Neutral,,
2254,"""The supplier has contacted to complain about the tp difference in the closing sheet, Agent needs to fill below details in the closing sheet according to the area""\n\n\nRetailer Name:  Faizan\nRetailer Contact number:  923312594336\nAmount:  160\nTP Issue SKU's:   Cerelac Wheat Powder 25.0 gm\nY4WW5K",English,8,"['confirm', 'discount']",,,,Neutral,"['SUPPLIER CUS', 'BOOKER']",[]
2255,Retailer Name: - ali\nRetailer contact: 923099788230\nBooker Name: na \nOrder ID:C0P88T\n746  ka diosc hai ,Roman Urdu,0,Null,,,,Neutral,[],[]
2256,XX8893 AS PER SUPPLIER CUS KA BOOKER DISCOUNT CONFIRM KARNE,English,3,"['adjustment', 'adjust', 'krdiyee']",,,,,['meiji'],
2257,AYE THY SO GUIDE KARDIYA,Roman Urdu,7,"['order', 'guide', 'rider']",,,,Positive,,
2258,meiji k rates mai adjustment thi adjust krdiyee,Roman Urdu,9,"['discount', 'confirm']",,9.23E+11,,Neutral,['Farhan Siddique'],
2259,9XI6A5  AS PER CUS APNE ORDER KA POCH RAHE THY SO GUIDE KARDIYA OR RIDER INFO BHI PROVIDE KI HAI..,Roman Urdu,4,"['discount', 'guide', 'call back', 'update']",,,,Neutral,[],
2260,The supplier has contacted that the booker is committed to him about the% discount.\n\n\nRetailer Name:   Farhan siddique\nRetailer contact: 923347253724\nBooker Name: Na\nOrder ID: 043NG9\n\n\nbooker ne (230) amount ka discount commit kiya hai kinldy confirm kar dain\n\n,Roman Urdu,2,"['adjustment', 'kardiye']",,,,Neutral,['Meiji'],[]
2261,supplier ko discount guide kar dia hain supplier keh rahy hain call back karo ga tw sheet me update kar wane k liye sheet me update nahi kia hain,Roman Urdu,1,Null,,,,Negative,[],[]
2262,meiji k andar adjustment thi kardiye,Roman Urdu,2,"['order', 'complete']",,,,,['coomplete'],
2263,3PHS3B mojod nahi hain ,Roman Urdu,5,['guide'],,,,,['Supplier'],
2264,78XMS2 cus ne order coomplete karwayaa,Roman Urdu,5,"['complain', 'fill', 'details']",,9.23E+11,,Neutral,['Muzammil Qureshi'],
2265,4OBBY8 // Supplier ko guide kar diya hai discount approve nahe hai.,Roman Urdu,4,['adjustment'],,,,Neutral,['nido'],
2266,"""The supplier has contacted to complain about the tp difference in the closing sheet, Agent needs to fill below details in the closing sheet according to the area""\n\n\nRetailer Name:  Muzammil Qureshi \nRetailer Contact number:  923363045600\nAmount:  316.65 \nTP Issue SKU's:  Meiji Big Powder 400.0 gm //  Meiji FM-T Powder 400.0 gm\n\n\n5WOY4L",English,7,"['deliver', 'lay']",,,,Neutral,,[]
2267,77736T 251 rs ki adjustment hia nido 1 + 900gm pe,Roman Urdu,6,"['order', 'status', 'confirm', 'guide']",,,,Positive,,
